text,label
Didn't have many classes with her because she was having health problems but the communication was poor and sometimes cancelled class right before or didn't show up. Difficult to stay on top of things esp with a lot of subs but falling behind can drop your mark fast. She was nice and seemed knowledgeable though,0
"I would avoid this professor for organic lab. Like the other student mentioned, he is definitely a hard grader. He gives the most unhelpful feedback and expects you to know it all and not ask a lot of questions. I really hated going to his class and felt horrible after leaving the lab. I feel sorry for students taking him in the future. ",0
"Mary stout was a really easy professor. we didn't have any tests just essays for the midterm and final which were both fairly easy. Does some random in class participation question worth points but don't count for much, you can make it up by doing the extra credit she provides. Most of the homework is weekly questions with occasional video quizzes.",1
Ms Jain is most helpful Math professor. Always encourage to ask the questions and explain all the questions in detail. I'll definitely take her again for my next course. Class policy and grading is easy and fair. Got A in her class.,1
"Dr. Turbeville is a great professor! I took CHE 170 online, and material I was learning in Lecture did not correlate to the Lab portion. He took the time after class to make sure I understood the material in Lab. If chemistry does not come easy to you, do not be scared to ask questions- he encourages it!",1
Answers questions and emails very quickly. Power points and in class instructions are very helpful,1
Prerequisite is calc 3 but he expects you to ALREADY know and use CALC 4 TOPICS!! Homework problems are unreasonably difficult for an intro course and NOT reflective of anything covered in the lectures or textbook. He doesn't do practice problems in the lecture. Lectures are very long and mostly rambles. For an intro course he expects far too much,0
Good professor. Took his class completely online and it wasn't difficult. follow the rubric carefully and it should be an easy A.,1
Hands down the best professor at A&M. He's very entertaining and enthusiastic to teach. He really wants you to learn the material and answer to all questions.,1
While Beck is a good guy and has a likable sense of humor the guy is not a good teacher. Over half the class stopped going to class after the first two weeks because it was so hard to pay attention and you barely learned anything. I started to go to Hemingway's classes and they were way more useful.,0
"Such a kind person, always willing to help. She is extremely helpful, her textbook is free and online. She uses polls as participation points and a lot of in class group activities. ",1
"I took this class exclusively online, but I get the feeling that his in-person classes are engaging.  Prof. Stembridge WANTS you to have the ability to confidently and concisely write different styles of papers.  The writing exercises were not difficult.  I'd definitely take his class again and highly recommend Prof. Stembridge. ",1
This class is so amazing. I learned so much from this classes and I want everyone to do the same thing.,1
No homework. The tests are open book and notes. Easy pass without doing anything. Only thing you need to do is complete your SEP and that is it.,1
"Said from the start that he wasn't sure why he was picked to teach astronomy and boy did it show. Talks at you more than he teaches. After a long string of information will just say ""need to know this"" then move on without going into more detail. If you're curious about astronomy, don't get your hopes up with this class. Also puts down astronomers",0
No idea what these bad reviews are all about. Rob is probably the best professor I've ever had. He makes lectures interesting and applicable to the course and real life. He cares about his students and is so helpful. 11/10,1
"One of the best professors I've had at JWU! She is super caring and incredibly helpful. The homework is pretty easy and she makes note taking simple and informative. She has experience as a detective, so she shared some of her real world experiences as us examples for the material we covered! She is an awesome person and professor",1
Solid professor. Lectures can be very dry but she knows her stuff and is very kind. Her assignments often tie material into our personal experiences and I liked that a lot!,1
"Chances are if you are a mainstream student and young you are going to praise Jung as if he is the best. He is not, and he uses the student's ignorance to his advantage and is prejudiced. Do not believe all the fake reviews from male-dominated students acting like this professor is the best. He really goes out his way to mistreat others.",0
"She is a positive, intelligent, and modern professor who is laid-back yet thoroughly knowledgeable about her material. She is not afraid to admit when she doesn't know something but is always willing to learn more. She is helpful and insightful, especially when answering questions about co-op opportunities or working in the tech field.",1
Realistic and very reasonable.,1
"So wholesome, bro is kind and always smiling. Never seen this man mad. He has an accent but you'll get used to it, it isn't that hard to understand. Quizzes are doable. Btw I'm taking Math 111 with I'm but it's not stated in the course code section.",1
"Sean was a great teacher,  I will be taking more classes with him. He makes the classes very interactive and explains very well each of the graphics we would have to do. He gives incredible feedback and is really interesting to talk to. Would recommend taking him for any graphic class. ",1
"Marie is one of the best profs I've had since classes went online. She is caring, and would do extra office hours if you need them (other than those everyday office hours she gives before the final). She gives multiple grading schemes, and her tests are fair. Honestly, if you do bad in her classes it's not really her fault.",1
Pierre is by far the best. She is so passionate and really makes us think like nurses. She gives amazing lectures and made me feel so heard and valued. I was struggling and she gave me such a pep talk and inspired me to keep going and helped me with how to study. She is a caring person and excellent teacher! I will miss her and her class! ,1
"He uses a very fun way of lecture that involves all learning styles. Responds in less than few hours to emails, is very helpful, teaches in ways to make you understand. Great sense of humor, knows subject matter and won't hesitate 2 help in any way possible. I'd definitely take him if he taught other subjects. WCU is lucky to have him on staff.",1
"Ebby is a great guy, extremely caring, loves to make dad jokes which are actually funny. He is very knowledgeable and experienced in the field of IR, get to know him, He has great connection.",1
"prof bond's terrorism class really inspired me to get into the field of study. she's very passionate about this so when nobody participates she gets very angry and passive, but its understandable. just read and participate and she's an overall great teacher.",1
Professor Blankenship is super nice. The class isnt very hard just show up & pay attention and youll pass. I had an 89.3 and he rounded it up to an A. Hes a true icon.,1
"Very nice guy, prone to going on very long tangents. A bit of a boring lecturer and can get sidetracked very easily. He'll really appreciate it if you participate in class, and I'm pretty sure that's the reason I got a good grade. There's quite a lot of reading but TBH you can get by with out doing much of it.",1
"Has an inferiority disorder. Demands a dogmatic acceptance for what she has to say. thinks she know more than she does. Is the most infuriating person whom I have even had the displeasure of working with. Is not willing to engage in a conversation if you disagree with her on anything. Easy class, terrible person to work with.",0
"Good class, heart felt",1
Gives good lectures and shows interesting films and screenwriting examples. Has worked in the industry so she brings a good real world perspective. Super kind and as long as you're willing to be creative it's not a difficult course. Lists textbooks but no need to read unless you need extra guidance. ,1
This is class is super easy as long as you pay attention during lectures.  Take notes/ask questions and this class will be a breeze. She's super sweet.,1
I would never take this professor again. She is terrible. All of her tests are worded to trick you and they are not in the book or lectures.,0
"Easy class, just do your work and youll pass",1
"I wish there were more advanced GIS courses at MC so I could continue to take Dr. Ward's class. He is easy going, very cool, and patient. This class was very interactive and his help with students individually showed he really cared about their success. I respect him a lot, one of the best professors I've had at MC so far.",1
Easy enough class but be prepared to be left in the dark. Takes weeks to get grades back to you and does not respond to emails. It's a fair amount of reading and it's a total guess to make sure you have the correct textbook since it's not included in her syllabus.,0
Terrible teacher. Is unclear and unspecific about what exactly she wants. Doesnt explain concepts well and uses the class to self promote ideas from her personal consulting business.,0
"James was a great professor. Course content was interesting, and his lecturing on it was far from boring. I felt challenged by this class, but it didn't consume all my time and add stress to my 19 hour course load. He breaks down concepts in a very understandable way, and then when its time for the final papers you've already mastered those skills!",1
Professor Geng is possibly the most outstanding professor I have met thus far. I have never met someone that teaches with such passion. His care and attention to detail facilitate learning and I have no complaints. He has extensive knowledge of the material and communicates it very clearly.,1
"I'm not finished with this class yet but this is probably one of the most well organized online classes I've taken at SLCC. Brittany genuinely cares about making the material and assignments accessible. The reading and assignments are very doable and not difficult, but they do get to you think and engage with the material. ",1
Professor Ashanti is a great professor. He truly knows his stuff. He is very knowledgeable and will go the extra mile to help you understand the material and do better on exams by giving extra points and giving extra credit. I would definitely take any class that he teaches at City Tech he is a true gem.,1
"He is a really good teacher, he is really understanding and gives clear lectures. It is a lot of lectures during class but it is all easy to understand. ",1
caring funny and knowledgeable. good teacher great lectures,1
"I took Prof Cromwell for an online english class. The grade is based on essays. Prof Cromwell makes it clear on what he wants to see in his students work. When mistakes are made, students are given a chance to correct them. Another big part of the grade was posting to the discussion boards. I signed up to take his class again for ENG 1020.",1
"she is the best lab teacher i've ever had. she wants you to pass, all labs are for completion and she lets you leave when you finish. she is good at teaching the content and cares about all of her students. such a sweet person, love her to pieces",1
Lectures are bland and acts like he doesn't care abut what he's teaching. Was very hard for me to stay awake most days. Class was easy but useless tbh. I recommend taking stats instead unless you know for a fact you won't want to major/minor in something that needs stats as a pre-req. Some days it felt like I didn't have to be there to pass.,0
"Genuinely such a kind and caring prof. If the lectures aren't easy to follow, she has no problem clearing up concepts. She's funny and wants to see you enjoy your learning experience. ",1
"Lectures were terribly boring and unhelpful. Test questions were unusually contrived, while the ""textbook"" was wikipedia so the scope of your material studying is massive. Allows students to submit HWs in any programming language but subsequently docks points for using features of that language. Graded unusually tough for an elective.",0
Professor Boucher is amazing and by far my favorite throughout my first year at Butler. She is so kind and truly cares for all of her students and wants them to succeed. The class is structured around reading so as long as you stay on top of it you'll be totally fine. Take her! She is the absolute best!!!,1
"Professor O'Connor is a very nice professor, one of the sweetest. She does give out plenty of homework but that is only because she wants to make sure that you can learn everything to pass the exams. The final exam does cover everything that you learn in class, unlike some other exams that only cover the last few chapters. Pay attention and pass.",1
"First half of the semester will be taught in the Raptor program. Last half is in Python. He is very unorganized and the instructions are confusing. He also expects us to do certain things that wasn't in the lectures/videos. He is picky with the way you write and output the code. There is no handholding pretty much, do outside research.",0
"He makes sure everyone gets the best grade they can by giving tons of extra credit. However, you still learn tons of important information, even if it is an easy A.",1
"Love Prof. Rai. Still taking her class, and I am  absoutely excited. She makes me love research. ",1
"Professor Bedard is awesome! He cares about his students and their professional lives and their future careers. He keeps the class entertained, and class discussions are driven by the students. Very short reading and writing assignments that should not take much time at all as well as and several group projects. Overall a GREAT, kind professor",1
"Dr. Kessel was kind however he bored the class 2x a week. Unfortunately, he really does not have an effective teaching strategy which caused us to be confused and annoyed for 16 weeks. Every class period is mandatory, quizzes each time, heavy homework. 0/10 class.",0
She is not responsive or helpful. I wouldn't recommend taking her. I took her 8-week course. I have never wanted a course to be over so much. She makes things more difficult. ,0
"Anybody complaining about this professor is either an idiot or lazy, or both. The class is very easy with many extra credit opportunities. The biggest assignment is a 4 page book report or oral interview. Only two exams, the midterm and the final.",1
"Good lectures and he explains hard topics simply and clearly! I learned a lot from this class, but there's lots of work to do. I'd recommend it if you really want to learn. This class won't disappoint you:)",1
This was by far the most annoying class Ive ever had to take as an ENGR student you're forced to work on a stupid made up business the whole time. This is a business class. Talked about the election and his political opinions way to much for a class not on politics. Terrible time DONT take this class.I rather take another PHYS class then this.,0
"Krise is a good engineer, not a good teacher. Took the class online, he just reads straight off powerpoint, didn't engage more with students/material. Grading criteria unclear at times; assignments are unnecessarily long and tedious. You can easily earn an A in his class as long as you put the work in, just don't expect to feel inspired or enjoy it",0
"I took 3 courses with Mr. Addison, and I can't say enough good things about him, he is very responsive, helpful, informative and his lectures were always great, never boring.",1
"All of his classes really consist of showing up to class, following his lectures and doing the projects along with him and the rest of the class. As long as you show up and do the work, it's an easy A and he never gives out of class homework.",1
"unregister from gabriels class asap. run for your life. horrible professor, so unprepared, made me cry many times lol. ",0
"For a little background on me, I'm a bio major and get straight A's, including in college algebra last semester. I will need a tutor for this class. Although he is nice, his way of teaching is going through slides from the book. He does not explain problems and barely writes on the board. Do yourself a favor, and choose a professor who will explain",0
Angelo is a very nice person.He is helpful. And he loves teaching. I am lucky to have him in my life.,1
"If you take this teacher your first semester, good luck. Shee throws all sorts of stuff that most freshmen wouldn't know what to do with. The rate of busy work she gets is high so she isn't good for students with busy schedules.",0
"She is a great professor and although she gives long lectures, she has a pretty relaxing and engaging voice! She has a fantastic vocabulary and she sounds very meticulous when she speaks, making her lectures easy to follow. I definitely recommend taking one of her classes.",1
Professor Tarantino was great professor. The begining of the class was super easy. However towards there were a lot of design problems that were tough. He is a easy grader and made the class work less stressful. Definitly would take again.,1
"This class is completely unfair. The whole thing is memory but what he does now is he completely changes the exam from the review. I have gone over the review millions of times but still failed the exam. To base a class completely off memory is unfair and if you even wanted to learn anything, his lectures are boring and at 9/10 AM.",0
"God bless if you have any interest in concrete you won't after this class. Honestly is a nice guy but his lectures are 2 hours of textbook jargon and images. He makes no effort to simplify content, instead this course is rigorous and extremely detailed. Lab reports require large effort (often 10+ pages). hasn't graded any reports yet it's week10/12",0
"Orgo is a hard class but Dr. J knows this and goes way above and beyond to help you succeed. Yes, it's a lot of work but it's not busy work. It really does help. He also gives an insane amount of E.C. and will reexplain things multiple times if you still don't understand. He really cares and will do anything to help you if you put in the effort",1
"The final is usually in a different format since it's not prepared by him but he'll bless you by being lenient! Also, I am not sure if his autograph on your quiz/midterm/final is worth getting a 50% cut. Just follow the instructions :)",1
"Amazing Professor, the textbook is essential, easy to reach outside of class and helps thoroughly explain concepts and assignments.",1
It was her first semester at BHCC but she was very confident she only used the cheap textbook once but then ended up changing her mind on the curriculum so it was a bumpy semester. She has us doing crazy exercises but overall was a fun experience. As long as you participate and show up you will pass,1
"He explained things thoroughly and in a way that made math easier for me to understand. He didn't skip steps when solving problems, making it easier to follow.",1
"Took her online during summer. Only had 3 assignments. They were fun and easy. Took about 4 exams on lockdown browser with the webcam, but we were allowed to use our personal notes and textbook for ALL OF THEM INCLUDING THE FINAL! That was a blessing lol",1
Her class basically consists of her talking of off topic things. Attendance is required for participation but her class is a huge waste of time ! Shes an easy teacher but youre better off choosing a better professor who wont bore you,0
I loved taking Dr. Borgerson's physical anthropology course. I took this as a summer course but I wish I had taken it for a full semester. It would have been 100 times better in the classroom with Dr. B. She is so passionate about what she does and is amazing at teaching the material so that her students actually learn it. I would def take again.,1
"I dreaded going to this class because of RMP ratings, but Dr. Seggi is sweet and her class is honestly not hard. As long as you read the textbook (the chapters are pretty short) and go to class, you can get an A easily. She gives pop quizzes but always heavily hints at them a class or two before. Very enthusiastic and offers lots of feedback.",1
He is the worst prof that i got in my first 2 years at UofA. His lectures are super boring. You cannot take any notes from his lectures because he is unable to explain stuffs properly. He just post his lecture slides on eclass that contains a bunch of pictures from which you can figure out nothing. I would surely not recommend him for Bio 208,0
 Difficult class but the professor is a GOAT. Worth taking no matter what grade you get. You will earn a lot. ,1
"I did not expect there to be an in-person component to the shadowing class. I really enjoyed the lectures from Dr. Khandewal, and what Dr. Khandewal added to the guest lecturers. ",1
"Does not care about technical difficulties. Strict. Unapproachable. Will not extend deadlines, even if the circumstances are at the fault of the university, ATI, or the professor herself. ",0
"Great professor, and he makes the material enjoyable.",1
"Good man, gives a good lecture, & he does want his students to succeed both in class & in the real world. OTOH the volume of work & information you'll have to deal with is otherworldly. This was the hardest course I've ever taken in my life, & nothing else comes even remotely close. But if you're PoliSci, take him. You'll find its worth the effort",1
"Mr. Matteoli knows how to captivate an audience. He was by far the best professor I had, and I am not even a philosophy major. There is a quiz before every lecture, but it is usually about the main idea of a chapter. He has great lectures and he actually has a passion for it. His biggest talent is that he makes you think outside the box. Take him.",1
She is such a nice professor and easy grader. She gives you a free textbook to use online so dont buy the book. She gives good grades even if there are mistakes unlike other English professors I have had. Every assignment is on a clear schedule and she doesnt overload you with work. I loved the class.,1
I expected this class to be boring but Laforge always found ways to keep us motivated and brought in hands-on material as visual. Very nice guy.,1
"She is a wonderful and caring professor, please do not take her for granted!",1
She has a very thick accent and a very dramatic change in volume when she speaks. I would not recommend sitting in the back because she is hard to hear and she insist on writing all of her notes on the write board. Her hand writing can get hard to read especially when she writes with light colors or when they are half dead.,0
" You need to read some tongue twisters, which is an opportunity for foreigners whose native language is not English to improve their spoken pronunciation. ",1
Dr. Herald is amazing at presenting the lectures (usually on power point) and explaining things in detail. She works with you when you need an extension on the assignments. Always answers your questions or concerns. The class assignments are basically your study guide for prepping for the tests. Would definitely take her again!!,1
"A very interesting Professor, one of the toughest ones I've had so far. The projects we tackled were simple, but you had to think outside the box. Don't be afraid to ask questions, she's super nice & her feedback is awesome. 4 projects total 1 was group, readings were online, in class discussions. Tough but not impossible you have to put in effort.",1
"I took him for both 141 and 145 and I was very happy with him as a professor. His background is mostly industry, so he has a lot of wise words and advice to share - really promotes professional development and job prep, which I greatly appreciated. He's realistic with tests and coding, with plenty of extra credit opportunities if you participate.",1
Very easy grader for my class :) first theology class I've been able to pass here in college so far as a junior. lol,1
"Dr. Fehr is an excellent instructor and is passionate of the subject matter. Pay attention in the lectures and ask questions and you will pass. Most of all, do your part as a student.",1
Easy professor as long as you read his grading rubric for the papers. Nothing out the norm for a college level class.,1
"I took the course in FA23 and it has to be one of the best, most organized, well taught courses. Enjoyed every bit of it from the professor's teaching to TA's project explanations to professor's feedbacks. There was plenty of opportunities to learn and better ourselves. ",1
"Dr Dwyer is a great professor that is clearly very passionate about the subject matter. The entire class is based on points and entirely selfpaced, with all module assignments being due on a single date every two weeks. Make sure to do a little bit of the work every day and try to get ahead early!",1
"prepare for the worst time of your life while you are trying to get into the field thats already has a shortage, and she is pulling to the opposite side. She deliberately sets her students for failure, like she's got something to prove. If you have a life and other classes to attend to, forget it. I had to quit my job and work day and night",0
Very good professor also he is very knowledgeable on the things he teaches. Assignments are clear and he is very organized. He is a very understanding professor. This is my second time taking one of his classes and I would take another if I could. Highly recommend if you're interested in religion or anything similar. ,1
He was a great professor. This was my first college-level art class and I was a little nervous. He was always helping motivate us all and was always in good spirits. He was funny and loved discussions about art or something random. The class had a few sculpture projects and online responses. I loved the class and actually plan on taking it again!,1
Amazing. Would go all out to help you learn. Hilarious and inspirational. YouTube videos are very helpful for upcoming tests/quizzes. Helps you learn from your mistakes to be the best you can be as a future engineer.,1
"Pronounces many things wrong, but is so funny and knowledgeable. Love her so much!",1
"DOESN""T UNDERSTAND ENGLISH, CANT ANSWER QUESTIONS OR EXPLAIN THINGS WELL DUE TO THIS. TESTS AND QUIZZES ARE IDENTICAL TO THE TOUGHEST PORTION OF EACH SECTION. SHOW UP TWICE AND PASS. Alright enough yelling but seriously that's all there is to his class.",0
"I personally think that if you took the in-person class or even the online class w/ zoom meetings, your experience will be better than mine. Professor Shepherd uses the textbook very heavily. Reading the chapters is the backbone for the quizzes and tests. Not a lot of work but her assignments take time. Don't hesitate to reach out to her though.",1
easily accessible online for questions. very fair,1
"I took Professor Zamparini Fall 2019 and he was amazing. I'm not a film major, but I learned so much about film. His classes are very laid back and chill, we jus watched movies. He likes to hear student feedback on films. No quizzes, BB posts due at 6pm every Sunday. One midterm, one group presentation, and final is a paper on any film topic. Easy",1
"Hes a great guy, but not a professor. His own assignments have big errors that we had to fix and tell him about it. If we didnt tell him that would of meant the whole class would have had the wrong answers due to him. Its not a one time thing either. Hes not fit to be a professor. He doesnt even make his own class, its given to him by the departmen",0
"Professor Fisch-Ferguson is overall a good instructor who provides proper feedback. There was a very specific assignment that she graded that was quite upsetting to me. She took off 5 points for not labeling the brand of product I was using in my methods and materials section which was really frustrating to me. But overall, good instructor.",1
"Her class is a stress-free class. Three projects, midterm and final. She gives you time to finish the projects even inside the class. She helps everyone who seeks help. no texts books. Not much homework. Take your time and concentrate on projects. Recommended!",1
Dr. Arnold is the best anatomy professor you can take at liu. He genuinely cares about his students success in any course you have him for. He makes the lectures fun and has experience and wisdom your textbooks do not. ,1
His lectures are decent. He's really reasonable when it comes to giving a curve on midterms if some of the questions were difficult. He also does jeopardy the class before the exam (the most fun I had in a calc class). It's semi helpful if ur struggling but he gives you extra credit regardless if you win or not. ,1
"The professor didn't teach hardly anything, she just had us read an article and take an 8 question true or false quiz on it every week. I learned nothing from this course and would not recommend taking it.",0
"Dr. Chu did a great job at both continuing class and having open communication during the pandemic. He would do check ins with us and even included gratitude in our grade in order to make sure we were staying positive with all this change. Out of all of my professors, he was the best at converting the class online.",1
"Prof. Haley is amazing! I was terrified to take organic chemistry because I had heard so many awful things about it, but for me it was easier then general chemistry. She is a very straight forward grader, and the study material for exam is super helpful. She obviously loves what she does. If you go to class and pay attention you'll do great.",1
Really fun and easy going professor. Genuinely cares about students and isn't too tough of a grader.,1
"At first, I wasn't so sure I wanted to take his class, but I toughed it out and actually started to like him. I am definitely going to take him for 300! He assigns creative elements to a poem book, which the author he brought in as a guest speaker! There is lots of reading but you can find most of the books on audible and listen to them instead.",1
"Professor Raible was very accessible at all times I needed to reach her. She was so understanding and I really felt that she gave my class the opportunity to engage in interesting material and succeed! If you need to take an ENTR courses at UD, I highly recommend taking it with her.",1
by far my favorite professor. very understanding and willing to accommodate to everyones needs.,1
Best proff,1
"Professor Tweede makes class very fun and engaging! Only things I would complain about are the amount of homework and tests, the lack of grammar lessons (which is not her fault but the department's), and the textbook. But overall it was really enjoyable.",1
"He does not answer emails, takes forever to return grades, and his TA marks harshly. The content is interesting just not with Mr. Rigaux.",0
"She's honesty such a great teacher, I like the homework and weekly quizzes a lot. She is very knowledgeable and cares about her students a lot. Econ is a tough subject but she makes it pretty easy to understand with real world examples. She moves her lectures at a great pace and everything that needs to get done is always made clear!",1
"Amazing! Fransesca is an energetic, knowledgeable, and super approachable professor. Her lessons are lecture heavy, however she does her best to incorporate videos, fun examples, and short discussions. While many would associate an easy class with not learning a lot, Fransesca does a great job of making the class both manageable AND intellectual.",1
Jackie Strumwasser has been such a positive role model. She is currently the Professor leading the internship cohort I am in. We are about to enter our 3rd semester and she really shows she cares for each of her students. She tries to bring in our real life internship experiences into the lectures. She really pays attention and shows it. Love her!,1
Dejager makes this class super easy to understand. Lots of small tests but they are easy to study for. Didn't have an attendance policy but try not to miss too many days as the class is a once a week. Stay for about an hour & a half at average. He may look stern and mafia like when you first see him but he is really funny. Has lots of stories.,1
He's so cool!,1
"I do not understand the fact there is a 5pm DUE DATE for all assignments. Many students have work, other classes, and their own lives. It is hard to maintain getting assignments done before 5pm. Once you don't turn it in, she completely ignores any attempts for you to turn it in. I would NEVER take this teacher again. Too strict + cringe due date",0
Professor Hullman is a sweetheart. She is so kind and understanding. This class is not difficult as long as you show up and try.,1
"Lara is super nice! Spends a bit more time talking than is necessary, but she's interesting and very reasonable. Easy enough class - definitely take this prof if you can!",1
Been at FSU Two years and still havent had a professor as amazing as Joel. Cares about his students and teaches in entertaining ways. Absolute unit.,1
"Dean is a really great professor. He gets real and deep, never tip-toeing around what he really means. He gave great feedback and help. Don't take if you hate can't be picked randomly to speak. The class was an overall great experience and I will definitely have it in mind for years to come",1
"Horrible. I asked for help on a course project via the course message. However, the conversation didn't end well. She ended with ""How does that not help without actually giving you the answer?"" First, I did not ask for the answer, I asked for help. Two, just rude. She doesn't double check her works, I always find an error but whatever.",0
"DO NOT TAKE THIS CLASS. Im a straight A student through 3 semesters, and I just received no credit in my first ever course because Sidhu gave nearly everybody 0/40 for attendance. I met with her and she was so rude, and didnt even explain the attendance. It was mostly based on the level of engagement I saw in you from your zoom camera. WHAT!?!",0
"Tests are open book, open notes, and you can use your review. Not much homework, and its all just read the assignment and answer the easy questions. No papers. Final isn't cumulative and is exactly like the other tests(open book, etc.). 1 textbook, 2 other books, and an e-book to buy. Class is 90% lecture, 10% video. Absolutely no phones.",1
"Wonderful teacher, highly recommend. Cares a lot about her students well being and keeps the class interesting",1
Professor Millan is fantastic. The class is discussion-based so reading before each class is necessary. He is understanding and assigns an appropriate amount of homework.,1
"Dr. Evans is a big reason as to why I changed majors. I loved marching band and band in general before going to UTA. One thing that bugs me is that instead of encouraging students to audition for DCI, he threatens to give you an F if you miss any sort of rehearsal or performance. IMO, he should be excited when kids venture into the pro band world.",0
"There is a tacit understanding that your race and gender play a significant factor in determining your success. Ask any student who took his class, and unless they benefitted from his deep rooted biases, they are likely to say the same. Most don't blow the whistle on his appalling behavior in fear of retaliation in another required core class.",0
Dr Mills is a great guy. MKT 465 focuses on B2B sales; you record your sales roleplays in the Bernie Moreno sales center. Keep in mind that Dr Mills is a picky grader and lecture-heavy. You are allowed to miss 2 classes. ,1
Life changing class!  So much fun.  She loves what she does and it shows.  She pushes you out of your comfort zone and challenges you to become your best.,1
It was my pleasure to have him this summer as my BIO 11 professor. He actually understands student problems. If the student falls behind and then he changes his method that suitable. A great Biology professor at BCC. I never thought he will be that much good. He gives enough time to finish up.,1
"Taylor is genuinely a sweet and funny guy - he wants you do to well in his class and it really shows. However, sometimes he can be a bit hard to follow when lecturing. He tends to be all over the place and not very organized in his method of teaching. Just ask him to repeat or explain something further and he'll be glad to do so.",1
"Dr. Donovan is the best teacher/professor I've ever had. A lot of writing is done throughout the semester, but there is so much to take away from it all. She is extremely passionate about teaching and her personality really reflects that. Projects are unique and help you grow as a person, and also helps you explore what you want in a career. 10/10",1
Your grade is based on 5 exams and one project. Your lowest exam grade gets dropped. I didn't show up to class after the first week and only attended the TA lead review sessions. Memorizing everything covered at the review session is pretty much a guaranteed A.,0
"Don't listen to the haters. She's a good prof - BUS 207 is difficult regardless of prof, but she provides all the necessary resources. Exams are fair.",1
She gave tests everyday and oh man her class is too hard. She didn't even want to help me when I was having a hard time in her class. I was there for 2 weeks and dropped out. After I did 10 other students dropped out too because they all hated her.,0
He was my favorite professor I've had this semester! Broderick is a very understanding person and cares about all students and their success. He even required me to go to the writing center and my writing has improved ever since. He also takes the time to thoroughly give you feedback. His readings are interesting and we have good class discussions.,1
"Loved Mr. Shearer, he tried his best to make every class interesting. Class is easy to make an A in as long as you show up & try. Don't really have to study, just pay attention in class. Gives prizes for perfect attendance.",1
"Prof Morgon is a very sweet woman and very fair. She is easily available outside of class. As long as you do the work on time, it's an automatic B. Put in a the extra effort and participate and it's an easy A. Some of the readings are a little bland. The final paper was open ended and enjoyable.",1
"During the time that I was taking this class, I was very much procrastinating a lot (leaving stuff till the last minute). Even then, I was still able to get an A in this class. As long as you're willing to put in the effort, there's really NO EXCUSE to not get an A in this class. Professor Chaturvedi is very chill and I enjoy watching his lectures.",1
"For somebody who knows the Bible decently well, this class was rather easy. Definitely a lot of homework, you are required to do three projects during the semester which do require a decent amount of time. However, the tests were rather easy. Class times were taken up by the lecture and occasionally some in class work, however in total it was easy.",1
"I enjoyed taking her until it was time to put in grades, she will talk to you the entire semester like you're the best of friends but then start harshly grading out of nowhere. She is so unorganized and unprofessional. Be on her good side or she'll randomly lash out and give a random pop quiz. Go to class and don't talk, get your grade and go.",0
"I cannot say enough good things about Prof Hedges, this woman is the sweetest and she does everything she can to make you interested in the subject. I would take another class of hers in a heartbeat. She is accessible outside of class time for office hours, which you can go to if you have a question or if you just want to hang out (she's so fun)",1
"Dave is a clear lecturer who motivates the material well and takes care to make sure everyone understands what's going on. Though the material is difficult, Dave's marking is extremely generous: if he can see that you have the main idea of a proof, even if you haven't worked out all the details, you'll get most of the points.",1
give 100% in assignments,1
"professor lynch was kind and very understanding. after she realized after the first exam the average wasn't good, she started to put review questions at the end of the power points so we would know what would be tested on, or what we should know for the test. extremely helpful. not a lot of assignments, only 3 test grades and 3 assignments.",1
"Probably a professor I love. He's very sweet, brand new, and full of charisma. Although he wasn't the best at teaching, I still learned how to paint with oils and acrylics for the most part. Just try and experiment a little on your own.",1
"I feel like there's incredible educational value in Dr. Atkins' class. I admire her professionalism. She sets a lot of boundaries as a professor, which I appreciate her for. I don't think her class is good for loafers. If you have a lot to give for your English class, challenge yourself with Professor Atkins.",1
"The class I am in is fake news and at first, I was sceptical and now very glad i took it. The class teaches you about data and how to decipher the many obstacles in today's world of media. weekly videos and a few special assignments. very fair and gives plenty of chances to get caught up.",1
Cindy Fox is consistently inconsistent and ambiguous with directions. You can never be quite sure what shes looking for. Shes never really satisfied and picks out small details that are not helpful in understanding the full concept. She is not fit to be a teacher on the college level.,0
"Sister Blanchard is such an amazing professor! She really cares about your success and will take time with you one on one if needed. You perform your songs once a week, and also you have weekly quizzes. Grading is pretty fair, and easy, and she gives great feedback to help you succeed. I love her so much! ",1
"Class can be lil intimidating. He's VERY passionate about art and wants you to learn so he can be a tough grader but extra credit makes up for it. Solid feedback on weekly readings+ midterm and final. Advise, pick artist that interest you per weekly readings will help make your midterm and final easier. ",1
"Truly the best teacher I've ever had. The amount of effort he puts into helping his students is phenomenal. Yes, this class is hard. I struggled and failed many quizzes at the start. But if you put your mind to it and use the resources given, you will succeed. I learned so much. Believe him when he says ""you can do it"", because you can.",1
"Great professor, made sure you'd understand the concepts and taught well. Participate and show up to class and you'd easily pass.",1
I took this teacher for general psychology and found that the lectures are interesting and engaging. The class was set up in a hybrid formula and I thought that he made that very easy to follow. He has office hours that are very helpful and easy to set up. If you show up to class and do the readings you should be able to pass the class with an A.,1
Awesome professor.,1
"I really enjoyed this course. I actually wasnt sure whether I wanted to minor in Psychology or not, and Professor Popes intro class was one of the main reasons I decided to. There was plenty of work but I enjoyed it.",1
Great professor. Always ready to help ��,1
